,Name,Lat,Lon,Numer_of_Guests,Price_per_night,Accommodation_Type,Star,labels,price_group,Final_Arrondissement,address
10247,"Lovely and cosy 40m2 flat, Paris - left bank",48.83271,2.31569,2,71,Entire Place,4.5,9,2,14,"102, Rue Raymond Losserand, Quartier de Plaisance, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France"
10248,Charmant loft Parisien,48.82937,2.30299,2,73,Entire Place,4.5,9,2,15,"7, Rue Camulogène, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
10249,Herten House,48.82258,2.3335,2,80,Entire Place,4.5,9,2,14,"Institut Mutualiste Montsouris, Boulevard Jourdan, Quartier du Parc-de-Montsouris, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France"
10250,Appartement de charme,48.83372,2.32842,2,80,Entire Place,4.5,9,2,14,"4, Rue Liancourt, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France"
10251,Appart cosy+ terrasse àMontparnasse,48.84126,2.31715,2,80,Entire Place,4.5,9,2,15,"Groupe La Poste, Boulevard de Vaugirard, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
10252,Fully equipped studio !,48.82989,2.3077,2,61,Entire Place,4.5,9,2,14,"223, Rue Vercingétorix, Quartier de Plaisance, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France"
10253,"The best place to stay, fully equipped",48.82793,2.30808,2,61,Entire Place,4.5,9,2,14,"École Maternelle Alain Fournier, Square Auguste Renoir, Quartier de Plaisance, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France"
10254,Studio cosy Paris - Montparnasse,48.842,2.326,2,60,Entire Place,4.5,9,2,14,"Crêperie Saint-Malo, 53, Rue du Montparnasse, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France"
10266,Charmant t2 de 25m2 dans le 11e,48.868,2.378,2,85,Entire Place,4.5,11,2,11,"ECAMOD, Rue Jean-Pierre Timbaud, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10267,Grand Studio 40m2 Canal St Martin,48.87824,2.36535,2,89,Entire Place,4.5,11,2,10,"École élémentaire Eugène Varlin, Rue Eugène Varlin, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10268,Ton Mini-Loft romantique - Paris 10éme,48.87508,2.37221,2,84,Entire Place,4.5,11,2,10,"Collège Françoise Seligmann, Rue de Sambre et Meuse, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10269,Parc des buttes chaumont 2 pieces 29m2,48.88402,2.37872,2,85,Entire Place,4.5,11,2,19,"Église Notre-Dame-de-l'Assomption des Buttes-Chaumont, Rue de Meaux, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10270,Cosy studio Canal Saint Martin,48.87197,2.36273,2,97,Entire Place,4.5,11,2,10,"Veti Retouches, Rue de Lancry, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10271,GuestReady - Cozy Studio near Canal Saint-Martin,48.8708,2.36679,2,97,Entire Place,4.5,11,2,10,"58, Quai de Jemmapes, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10272,Appartement Paris proche canal de Saint Martin,48.88493,2.36889,2,86,Entire Place,4.5,11,2,19,"11P, Avenue de Flandre, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10273,Grand studio lumineux à Oberkampf,48.86609,2.37054,2,99,Entire Place,4.5,11,2,11,"Chez Huang, Avenue de la République, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10274,Studio Parisien coeur de Belleville,48.87409,2.38508,2,89,Entire Place,4.5,11,2,19,"Ness' Immo, Avenue Simón Bolívar, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10275,charmante studette,48.86931,2.37032,2,57,Entire Place,4.5,11,2,11,"Cara Kiss, Rue du Faubourg du Temple, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10276,Studio lumineux entre le Canal et les Buttes,48.88588,2.37999,2,58,Entire Place,4.5,11,2,19,"6, Rue Pierre Girard, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10277,Nice & Cosy flat - Canal St Martin,48.88368,2.36756,2,89,Entire Place,4.5,11,2,10,"Passage Barthélemy, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10278,Cosy Studio @ Quai de Valmy,48.87843,2.36672,2,55,Entire Place,4.5,11,2,10,"Collège La Grange aux Belles, Quai de Jemmapes, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10279,Nice flat in Paris center,48.868,2.368,2,55,Entire Place,4.5,11,2,11,"Jules Ferry - Faubourg du Temple Paris, Boulevard Jules Ferry, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10280,Appartement 18 m2 Paris 10e,48.87092,2.36866,2,53,Entire Place,4.5,11,2,10,"1, Rue Jacques Louvel-Tessier, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10281,Charmant studio tout neuf | Parc Buttes Chaumont,48.88448,2.37986,2,54,Entire Place,4.5,11,2,19,"Laumière, Avenue de Laumière, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10282,Cosy Mini-Loft in lively multi-cultural district,48.88379,2.37567,2,91,Entire Place,4.5,11,2,19,"BD Vélo, 56, Avenue Jean Jaurès, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10283,"Modern charming apartment of 26 square meters on Belleville, in the 20th arrondissement",48.87145,2.38179,2,93,Entire Place,4.5,11,2,20,"46, Rue Ramponeau, Quartier de Belleville, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
10284,Charmant petit appartement - coeur de Ménilmontant,48.86942,2.38626,2,91,Entire Place,4.5,11,2,20,"École élémentaire Julien Lacroix, Rue Julien Lacroix, Quartier de Belleville, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
10285,Spacious 2-rooms-apartment in center Paris 19e,48.88358,2.37045,2,55,Entire Place,4.5,11,2,19,"Place de la Bataille de Stalingrad, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10286,Cosy and luminous colorful apartment in Paris  : ),48.86826,2.38341,2,88,Entire Place,4.5,11,2,11,"Square du Nouveau Belleville, Boulevard de Belleville, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10287,Cosy Studio//Canal St Martin,48.873,2.366,2,65,Entire Place,4.5,11,2,10,"La Ruche, Rue Bichat, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10288,Park vue loft - Mobility Lease,48.86424,2.37787,2,65,Entire Place,4.5,11,2,11,"91, Rue Saint-Maur, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10289,? Chaming apt Close to the Canal Saint Martin ?,48.87213,2.36059,2,65,Entire Place,4.5,11,2,10,"Bob's Juice Bar, Rue Lucien Sampaix, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10290,Cosy studio canal st martin,48.88424,2.35939,2,65,Entire Place,4.5,11,2,10,"Rue du Faubourg Saint-Denis, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10291,Charming Bright Sunny Studio near Canal St Martin,48.87685,2.36769,2,64,Entire Place,4.5,11,2,10,"École Maternelle Boy-Zelinski, Rue Boy-Zelenski, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10292,Cosy & comfy Parisian flat near Montmartre-Pigalle,48.89023,2.36294,2,65,Entire Place,4.5,11,2,18,"Sleep In, Rue Pajol, Quartier de la Chapelle, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10293,Paris centre république super appartement,48.869,2.368,2,75,Entire Place,4.5,11,2,11,"Ding 2 Fring, Rue du Faubourg du Temple, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10294,2 pièces Republique canal st Martin,48.86653,2.37032,2,68,Entire Place,4.5,11,2,11,"Century 21, Rue de la Folie-Méricourt, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10295,Charming Mini Loft - Gare de l'Est,48.878,2.362,2,74,Entire Place,4.5,11,2,10,"Peugeot, Rue du Faubourg Saint-Martin, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10296,Quiet & bright zen flat La chapelle,48.883,2.361,2,58,Entire Place,4.5,11,2,10,"12, Rue Cail, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10297,Lovely studio in Paris near Buttes-Chaumont Park,48.88171,2.37317,2,76,Entire Place,4.5,11,2,19,"Carrosserie de l'Adour, Rue Bouret, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10298,One-bedroom design apartement in Paris center,48.87327,2.36606,2,75,Entire Place,4.5,11,2,10,"Hôpital Saint-Louis, Passerelle Richerand, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10300,Studio Place de Republique,48.86855,2.36363,2,75,Entire Place,4.5,11,2,10,"Caserne Vérines, Place de la République, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10301,Calm & Cosy Nest near the Canal Saint-Martin  <3,48.86674,2.37322,2,63,Entire Place,4.5,11,2,11,"Optique des Cliniques, Rue des Trois Bornes, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10302,Cozy apartment right next to the canal,48.88765,2.37989,2,62,Entire Place,4.5,11,2,19,"98, Quai de la Loire, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10303,Cosy Flat Canal Saint-Martin. Paris,48.87833,2.36698,2,64,Entire Place,4.5,11,2,10,"Collège La Grange aux Belles, Quai de Jemmapes, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10304,Studio lumineux à Parmentier/Oberkampf,48.86611,2.37353,2,75,Entire Place,4.5,11,2,11,"Centre de secours Parmentier, 87, Avenue Parmentier, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10305,Studio Paris Belleville near metro,48.87249,2.38184,2,64,Entire Place,4.5,11,2,20,"Église Protestante Unie de Paris-Belleville, Rue Julien Lacroix, Quartier de Belleville, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
10306,Appartement 30 m2 calme et lumineux,48.88539,2.36915,2,82,Entire Place,4.5,11,2,19,"Caisse Régionale d'Assurance-Maladie d'île-de-France, Rue de Tanger, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10307,Nice apartment 30m2 Oberkampf (11e),48.86743,2.37696,2,83,Entire Place,4.5,11,2,11,"Le khelkom, Rue Jean-Pierre Timbaud, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10308,?Cute Studio near the Canal - BM?,48.8868,2.36593,2,82,Entire Place,4.5,11,2,18,"Le Grand Parquet, Rue d'Aubervilliers, Quartier de la Chapelle, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10309,Trendy Oberkampf !,48.86547,2.38069,2,81,Entire Place,4.5,11,2,11,"La Belle Époque, Avenue Jean Aicard, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10310,Charming light flat in Goncourt,48.87139,2.37277,2,96,Entire Place,4.5,11,2,10,"Salle de sport du buisson Saint-Louis, Cour des Bretons, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10311,Appt COSY pour 2 proche CANAL ST MARTIN,48.868,2.366,2,96,Entire Place,4.5,11,2,11,"Thaï Thip, Rue de Malte, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10312,Appartement calme et lumineux proche de République,48.86851,2.37189,2,96,Entire Place,4.5,11,2,11,"Basta, 119, Avenue Parmentier, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10313,Spacious apartment - Near Buttes Chaumont park,48.88385,2.38191,2,96,Entire Place,4.5,11,2,19,"19 bis, Rue du Rhin, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10314,Appartement entier à Paris - Charmant 2 pièces,48.89232,2.37204,2,97,Entire Place,4.5,11,2,19,"Lycée professionnel Hector Guimard, Rue Curial, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10315,"Apt République Goncourt_x000D_
Métro 2, 3, 5, 8, 9, 11",48.86998,2.37341,2,95,Entire Place,4.5,11,2,11,"Coiffure Deniz, Rue Saint-Maur, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10316,République Nest,48.86698,2.37093,2,95,Entire Place,4.5,11,2,11,"4 ter, Rue de la Pierre Levée, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10317,Charmant 2-pièces à Oberkampf,48.86887,2.37988,2,60,Entire Place,4.5,11,2,11,"L'Assassin, 99, Rue Jean-Pierre Timbaud, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10318,Paris... côté parc...Buttes Chaumont!,48.8779,2.38392,2,60,Entire Place,4.5,11,2,19,"23, Rue du Plateau, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10319,CALM AND LUMINOUS STUDIO-BALCONY -CANAL DE L'OURCQ,48.88278,2.37444,2,60,Entire Place,4.5,11,2,19,"61, Rue Armand Carrel, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10320,"Studio quartier ,, La Vilette "" Paris 19 .",48.893,2.377,2,60,Entire Place,4.5,11,2,19,"89, Rue de l'Ourcq, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10321,A cosy 2 pièces  à Paris Centre,48.864,2.373,2,58,Entire Place,4.5,11,2,11,"4, Rue du Marché Popincourt, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10322,Parisian Oberkampf flat,48.86841,2.37799,2,51,Entire Place,4.5,11,2,11,"6, Rue de Vaucouleurs, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10323,Petit nid à Belleville,48.87652,2.37258,2,51,Entire Place,4.5,11,2,19,"4, Rue Henri Turot, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10324,Joli Studio à deux pas du Canal Saint Martin,48.87109,2.37096,2,52,Entire Place,4.5,11,2,10,"3, Rue Tesson, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10325,Beautiful apartment at the heart of Paris,48.86843,2.38007,2,62,Entire Place,4.5,11,2,11,"Librairie Sana, Rue Jean-Pierre Timbaud, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10326,"Logement entier: Paris République, cosy, équipé",48.87154,2.36821,2,62,Entire Place,4.5,11,2,10,"Laurette Théâtre, Rue Bichat, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10327,2 pièces paris republique canal st martin 75011,48.86774,2.36935,2,69,Entire Place,4.5,11,2,11,"100, Rue de la Folie-Méricourt, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10328,Superbe Studio Cosy -  Oberkampf,48.86578,2.37776,2,69,Entire Place,4.5,11,2,11,"Café Charbon, Rue Oberkampf, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10329,Ma Terrasse à Belleville - Chez YoYo,48.87307,2.37853,2,69,Entire Place,4.5,11,2,19,"Résidence Belleville 2, Rue Jules Romains, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10330,Nice 2 room apartment at Place de la République,48.86971,2.36497,2,71,Entire Place,4.5,11,2,10,"11F, Rue Léon Jouhaux, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10331,Bright and cosy appartement - Buttes Chaumont,48.887,2.377,2,95,Entire Place,4.5,11,2,19,"Promenade Éric Tabarly, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10332,Bel appartement parisien dans le 18ème,48.88409,2.36507,2,70,Entire Place,4.5,11,2,10,"Meram, Boulevard de la Villette, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10333,Petit deux pièces 27m2,48.86794,2.37991,2,70,Entire Place,4.5,11,2,11,"110 bis;112;112 bis;114, Rue Jean-Pierre Timbaud, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10334,Quite place in authentic and lively neighborhood,48.88348,2.37615,2,70,Entire Place,4.5,11,2,19,"AAPR, Voie B/19, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10335,Douillet petit appartement parisien,48.87853,2.37538,2,70,Entire Place,4.5,11,2,19,"A1R7T4, Avenue Mathurin Moreau, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10336,Studio cosy à BELLEVILLE,48.87047,2.37331,2,70,Entire Place,4.5,11,2,11,"Tlm Voyages, Rue Saint-Maur, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10337,Nice apartment close Republique,48.86456,2.37781,2,69,Entire Place,4.5,11,2,11,"70, Avenue de la République, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10338,Buttes Chaumont - Ourcq Canal Paris,48.89066,2.37494,2,73,Entire Place,4.5,11,2,19,"Centre Sportif Mathis, Allée des Orgues de Flandre, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10340,Joli studio 2 pièces à République,48.87121,2.35996,2,81,Entire Place,4.5,11,2,10,"9, Rue Lucien Sampaix, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10341,Beau studio Parisien,48.87738,2.35841,2,80,Entire Place,4.5,11,2,10,"Starbucks, Quai Transversal, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10342,2 pièces Paris Centre,48.86588,2.37394,2,80,Entire Place,4.5,11,2,11,"Centre de secours Parmentier, 87, Avenue Parmentier, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10343,Cosy appartment in the heart of Paris (11ème),48.8665,2.37861,2,80,Entire Place,4.5,11,2,11,"121P, Rue Oberkampf, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10344,L’appart’,48.86676,2.37423,2,100,Entire Place,4.5,11,2,11,"La Bottega del Coiffeur, Rue Jean-Pierre Timbaud, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10345,ELEGANT STUDIO DIVINE SUN QUARTIER CANAL ST MARTIN,48.88172,2.37271,2,100,Entire Place,4.5,11,2,19,"Fromagerie Secrétan, Avenue Secrétan, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10346,Charming flat in the heart of the 11th district,48.868,2.375,2,100,Entire Place,4.5,11,2,11,"Lanscape Tatoo, Rue Saint-Maur, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10347,STUDIO CANAL ST MARTIN,48.88014,2.36409,2,100,Entire Place,4.5,11,2,10,"Point Soleil, Rue du Faubourg Saint-Martin, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10348,Charmant2 Pièces Canal saint Martin,48.87443,2.36779,2,100,Entire Place,4.5,11,2,10,"Hôpital Saint-Louis, Passerelle Richerand, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10349,Petit 2 pièces avec terrasse,48.88032,2.36514,2,90,Entire Place,4.5,11,2,10,"226, Rue du Faubourg Saint-Martin, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10350,"Lovely apt, rue Oberkampf Paris 11",48.8641,2.37485,2,90,Entire Place,4.5,11,2,11,"Hôtel Beauséjour, Avenue Parmentier, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10351,Studio Paris Marais and Republique,48.86701,2.36943,2,90,Entire Place,4.5,11,2,11,"92, Rue de la Folie-Méricourt, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
10352,Beautiful flat with Balcony & Parking @La Villette,48.88921,2.37888,2,90,Entire Place,4.5,11,2,19,"5, Rue Jomard, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
10353,Sunny bohemian flat-5mn from Canal St Martin,48.88434,2.36468,2,60,Entire Place,4.5,11,2,10,"Rue d'Aubervilliers, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
10354,Pretty flat in Montmartre,48.88461,2.34444,2,88,Entire Place,4.5,12,2,18,"Halle Saint-Pierre, 2, Rue Ronsard, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10355,Cozy apartment in Montmartre,48.88718,2.35425,2,85,Entire Place,4.5,12,2,18,"Centre Médical et Dentaire, Rue Myrha, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10356,Superbe studio proche Montmartre Sacré-coeur,48.88104,2.34583,2,85,Entire Place,4.5,12,2,9,"Poste électrique de Turgot, Rue Turgot, Quartier de Rochechouart, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
10357,Appartment loft style in Montmarte,48.88819,2.34874,2,87,Entire Place,4.5,12,2,18,"87, Rue Doudeauville, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10358,Coeur de Montmartre ** Studio Romantique **  2 P,48.88532,2.34159,2,88,Entire Place,4.5,12,2,18,"7, Rue Gabrielle, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10359,Quiet apartment closed to Sacré Coeur,48.89285,2.34555,2,86,Entire Place,4.5,12,2,18,"36, Rue Hermel, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10360,"Montmartre, sunny flat with terrace",48.88249,2.33613,2,87,Entire Place,4.5,12,2,18,"27, Boulevard de Clichy, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10361,Lovely studio in the very heart of Montmartre,48.884,2.337,2,98,Entire Place,4.5,12,2,18,"18, Rue Germain Pilon, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10362,Lovely flat fully renovated Montmartre SacréCoeur,48.88799,2.34704,2,56,Entire Place,4.5,12,2,18,"Formages et ramages, Rue Ramey, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10363,Studio Chic Paris Montmartre,48.89162,2.33262,2,57,Entire Place,4.5,12,2,18,"25, Rue Carpeaux, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10364,"Quiet, Spacious & Bright Montmartre",48.88929,2.34694,2,95,Entire Place,4.5,12,2,18,"4, Passage Ramey, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10365,Charming Montmarte Apt - 6 mins to Sacré Coeur!,48.88668,2.34699,2,94,Entire Place,4.5,12,2,18,"La Porteña, Rue Muller, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10366,?Cocoon in the center of Montmartere?,48.888,2.334,2,94,Entire Place,4.5,12,2,18,"32, Rue Caulaincourt, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10367,Lovely little apartment in Montmartre.,48.88984,2.34492,2,98,Entire Place,4.5,12,2,18,"7, Rue du Baigneur, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10368,Studio Paris 18ème,48.89599,2.34231,2,58,Entire Place,4.5,12,2,18,"9, Passage Pénel, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10369,studio C la chapelle-Montmartre,48.885,2.357,2,55,Entire Place,4.5,12,2,18,"Rue de Jessaint, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10370,Paris_Montmartre,48.88707,2.34619,2,53,Entire Place,4.5,12,2,18,"24, Rue Feutrier, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
10372,Cosy studio in Montmartre,48.8942,2.34824,2,54,Entire Place,4.5,12,2,18,"43, Rue du Simplon, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
